anchor,eps,seed,month,junior,total
0.08,0.75,1,0,0.9949238578680203,0.9975363941769317
0.08,0.75,1,6,1.0230588235294118,1.0266940451745379
0.08,0.75,1,12,1.040604343720491,1.0383474092672906
0.08,0.75,1,18,1.008015087223008,1.005473204104903
0.08,0.75,1,24,1.0669599217986314,1.0667139815471967
0.08,0.75,1,30,1.053562888570062,1.0492257915414838
0.08,0.75,1,36,1.0315186246418337,1.031004164738547
0.08,0.75,1,42,0.97802734375,0.977589054022175
0.08,0.75,1,48,0.9817483189241114,0.9818731117824774
0.08,0.75,1,54,0.9489648531535869,0.9527027027027027
0.08,0.75,1,60,0.9278499278499278,0.940162980209546
0.08,0.75,1,66,0.8852781880846874,0.919990446620492
0.08,0.75,1,72,0.8011869436201781,0.872488038277512
0.08,0.75,1,78,0.7110894941634242,0.823322383857344
0.08,0.75,1,84,0.648031113271755,0.7976919453603392
0.08,0.75,1,90,0.6184012066365008,0.7956701532473851
0.08,0.75,1,96,0.5815567674764501,0.7686227544910179
0.08,0.75,1,102,0.5519417475728156,0.7453007518796992
0.08,0.75,1,108,0.5424551188743328,0.742803650830798
0.08,0.75,1,114,0.5652595827268316,0.7701877934272301
0.08,0.75,1,120,0.6111111111111112,0.8369261983261476
0.08,0.75,1,126,0.5856634468734113,0.8074839980305268
0.08,0.75,1,132,0.5864354920958694,0.8068405511811023
0.08,0.75,1,138,0.5757575757575758,0.794174289841117
0.08,0.75,1,144,0.5698871996076508,0.7822064056939502
0.08,0.75,1,150,0.5906344410876133,0.8096397273612463
0.08,1.0,0,0,1.0018570102135562,1.0022497187851518
0.08,1.0,0,6,1.0023397285914835,1.0059077482390366
0.08,1.0,0,12,1.0283790283790284,1.0252958923184032
0.08,1.0,0,18,0.9911256422232602,0.9941109852774632
0.08,1.0,0,24,0.9882408278457196,0.9892816419612315
0.08,1.0,0,30,1.0085227272727273,1.0059496567505721
0.08,1.0,0,36,0.9301249421564091,0.9272605192479857
0.08,1.0,0,42,0.9540333483551149,0.95119825708061
0.08,1.0,0,48,0.955026455026455,0.9559923093356121
0.08,1.0,0,54,0.950089928057554,0.9545454545454546
0.08,1.0,0,60,0.9868544600938968,1.000227427791676
0.08,1.0,0,66,0.8981097279852467,0.932662192393736
0.08,1.0,0,72,0.8396946564885496,0.9093675287980874
0.08,1.0,0,78,0.7709821428571428,0.8880484114977307
0.08,1.0,0,84,0.7203237410071942,0.881185960322651
0.08,1.0,0,90,0.6911831886706259,0.8824828804948089
0.08,1.0,0,96,0.6891577477896697,0.9080874070736652
0.08,1.0,0,102,0.7287367891293407,0.9802631578947368
0.08,1.0,0,108,0.6856856856856857,0.9331233341410226
0.08,1.0,0,114,0.6958077709611452,0.9514060187469167
0.08,1.0,0,120,0.6569451309935739,0.8977245508982036
0.08,1.0,0,126,0.6802475502836514,0.9319032177600399
0.08,1.0,0,132,0.7064599483204135,0.9633325018707907
0.08,1.0,0,138,0.7053115423901941,0.9680376610505451
0.08,1.0,0,144,0.6874059207225288,0.9498539435248295
0.08,1.0,0,150,0.6828171828171828,0.9395258829221094
0.08,1.0,1,0,0.9949238578680203,0.9957446808510638
0.08,1.0,1,6,0.976,0.9783253479352042
0.08,1.0,1,12,0.9924457034938622,0.9920109564026478
0.08,1.0,1,18,0.9721829325789721,0.9689851767388825
0.08,1.0,1,24,0.9926686217008798,0.9912467471019636
0.08,1.0,1,30,0.9115255858440937,0.9112549110238041
0.08,1.0,1,36,0.9068767908309455,0.9055992596020361
0.08,1.0,1,42,0.9326171875,0.9327671620665251
0.08,1.0,1,48,0.946685878962536,0.9460841273530095
0.08,1.0,1,54,0.9513721714010592,0.9529356943150047
0.08,1.0,1,60,0.9191919191919192,0.9327124563445868
0.08,1.0,1,66,0.8916789758739537,0.9281108192022928
0.08,1.0,1,72,0.8491592482690405,0.9248803827751196
0.08,1.0,1,78,0.7835603112840467,0.9124824026278743
0.08,1.0,1,84,0.6922702965483715,0.8596325953838907
0.08,1.0,1,90,0.6817496229260935,0.8854293359279981
0.08,1.0,1,96,0.6514625681705504,0.8701796407185629
0.08,1.0,1,102,0.6199029126213592,0.8395206766917294
0.08,1.0,1,108,0.6094129063561378,0.8319681722443248
0.08,1.0,1,114,0.581756428918001,0.7992957746478874
0.08,1.0,1,120,0.6457023060796646,0.8838447882323104
0.08,1.0,1,126,0.6024402643619725,0.8269325455440669
0.08,1.0,1,132,0.6165221825599184,0.843011811023622
0.08,1.0,1,138,0.6150024838549428,0.8432835820895522
0.08,1.0,1,144,0.6174595389897009,0.8436536180308423
0.08,1.0,1,150,0.5926485397784491,0.810126582278481
0.08,1.25,0,0,1.0,1.0017997750281216
0.08,1.25,0,6,0.9943846513804399,0.9993183367416496
0.08,1.25,0,12,1.0360750360750361,1.0334184265490833
0.08,1.25,0,18,0.9929939280709948,0.9959229898074745
0.08,1.25,0,24,0.9920037629350894,0.9927023945267959
0.08,1.25,0,30,0.9957386363636364,0.9949656750572082
0.08,1.25,0,36,0.968070337806571,0.9677708146821844
0.08,1.25,0,42,0.9445696259576386,0.9444444444444444
0.08,1.25,0,48,0.9391534391534392,0.9408246101260415
0.08,1.25,0,54,0.9433453237410072,0.9451935624184428
0.08,1.25,0,60,1.0,1.0113713895838072
0.08,1.25,0,66,0.9649608114338405,1.0022371364653244
0.08,1.25,0,72,0.9079479119892232,0.9869593566615953
0.08,1.25,0,78,0.8741071428571429,1.0084287875513291
0.08,1.25,0,84,0.8192446043165468,1.0039241334205362
0.08,1.25,0,90,0.8090452261306532,1.0318091451292246
0.08,1.25,0,96,0.8045602605863192,1.0599234061725613
0.08,1.25,0,102,0.8303975842979366,1.118664717348928
0.08,1.25,0,108,0.8468468468468469,1.1521686455052096
0.08,1.25,0,114,0.873721881390593,1.1998026640355204
0.08,1.25,0,120,0.8685121107266436,1.1937724550898203
0.08,1.25,0,126,0.9195461578133058,1.2621601396857072
0.08,1.25,0,132,0.9333333333333333,1.2788725367922176
0.08,1.25,0,138,0.9131767109295199,1.2581764122893955
0.08,1.25,0,144,0.9152032112393377,1.2570593962999026
0.08,1.25,0,150,0.9315684315684316,1.2774552491533624
0.08,1.25,1,0,0.9907706506691278,0.9937290033594625
0.08,1.25,1,6,0.9750588235294118,0.9751311886835501
0.08,1.25,1,12,0.983947119924457,0.9819675873088336
0.08,1.25,1,18,1.016030174446016,1.0155074116305587
0.08,1.25,1,24,1.0488758553274682,1.0487343269458245
0.08,1.25,1,30,0.9196556671449068,0.9172636930899006
0.08,1.25,1,36,0.9202483285577842,0.9185562239703841
0.08,1.25,1,42,0.95166015625,0.9502241094597782
0.08,1.25,1,48,0.9447646493756003,0.943760167325122
0.08,1.25,1,54,0.9792970630717381,0.9811276794035415
0.08,1.25,1,60,0.9547859547859547,0.9643771827706635
0.08,1.25,1,66,0.9369768586903003,0.9770718891807977
0.08,1.25,1,72,0.8976261127596439,0.9787081339712919
0.08,1.25,1,78,0.8618677042801557,0.996715157203191
0.08,1.25,1,84,0.819640252795333,1.0096561469618464
0.08,1.25,1,90,0.8094519859225742,1.0459742155193383
0.08,1.25,1,96,0.7828458106098165,1.038323353293413
0.08,1.25,1,102,0.7378640776699029,1.0004699248120301
0.08,1.25,1,108,0.7700145560407569,1.0493798268195647
0.08,1.25,1,114,0.7753517709849588,1.0626760563380282
0.08,1.25,1,120,0.8642557651991615,1.1767689576464622
0.08,1.25,1,126,0.836807320793086,1.1501723289020187
0.08,1.25,1,132,0.842937276899541,1.1513287401574803
0.08,1.25,1,138,0.8102334823646299,1.118440057775638
0.08,1.25,1,144,0.805787150564002,1.1081850533807829
0.08,1.25,1,150,0.8091641490433031,1.1112463485881208
0.08,1.5,0,0,1.0,1.0
0.08,1.5,0,6,0.9934487599438465,0.994546693933197
0.08,1.5,0,12,1.0226070226070225,1.017637502900905
0.08,1.5,0,18,1.0177487155534797,1.0158550396375992
0.08,1.5,0,24,1.017403574788335,1.017103762827822
0.08,1.5,0,30,1.0326704545454546,1.0322654462242562
0.08,1.5,0,36,1.022674687644609,1.017009847806625
0.08,1.5,0,42,1.0198287516899505,1.0198257080610023
0.08,1.5,0,48,1.0317460317460319,1.032898953215125
0.08,1.5,0,54,1.0710431654676258,1.0719878207916484
0.08,1.5,0,60,1.076056338028169,1.0911985444621333
0.08,1.5,0,66,1.0852927616413093,1.1243847874720359
0.08,1.5,0,72,1.041311180960934,1.130623777439687
0.08,1.5,0,78,1.0178571428571428,1.1731143289388373
0.08,1.5,0,84,0.9847122302158273,1.2075430564639198
0.08,1.5,0,90,0.998172681589767,1.2732493925336867
0.08,1.5,0,96,1.0153559795253606,1.345122775399865
0.08,1.5,0,102,1.1036738802214394,1.4926900584795322
0.08,1.5,0,108,1.1176176176176176,1.5250787496971165
0.08,1.5,0,114,1.1574642126789365,1.577947705969413
0.08,1.5,0,120,1.1280276816608996,1.5492215568862275
0.08,1.5,0,126,1.2109334708612687,1.662758792716388
0.08,1.5,0,132,1.2521963824289406,1.7111499126964331
0.08,1.5,0,138,1.2793667007150153,1.748017839444995
0.08,1.5,0,144,1.244856999498244,1.7108081791626095
0.08,1.5,0,150,1.2327672327672328,1.6956942428640542
0.08,1.5,1,0,1.0,1.0
0.08,1.5,1,6,1.0,1.0
0.08,1.5,1,12,1.0,1.0
0.08,1.5,1,18,1.0,1.0
0.08,1.5,1,24,0.9921798631476051,0.9914833215046132
0.08,1.5,1,30,0.9842180774748924,0.9815114397966258
0.08,1.5,1,36,0.9947468958930277,0.993521517815826
0.08,1.5,1,42,0.99462890625,0.9924510497758905
0.08,1.5,1,48,0.9668587896253602,0.9695561236346735
0.08,1.5,1,54,0.994703899855561,0.9955731593662628
0.08,1.5,1,60,0.9865319865319865,0.9981373690337602
0.08,1.5,1,66,1.0004923682914821,1.0406018629090041
0.08,1.5,1,72,0.9742828882294757,1.0677033492822967
0.08,1.5,1,78,0.9348249027237354,1.0856405443453778
0.08,1.5,1,84,0.9246475449684006,1.1441356570890249
0.08,1.5,1,90,0.9446958270487682,1.2254925808805643
0.08,1.5,1,96,0.946950917203768,1.2586826347305389
0.08,1.5,1,102,0.9514563106796117,1.2901785714285714
0.08,1.5,1,108,0.9378942261038331,1.2838754973086823
0.08,1.5,1,114,0.9417758369723436,1.2960093896713616
0.08,1.5,1,120,1.029350104821803,1.4138980471722038
0.08,1.5,1,126,1.0264361972547027,1.410635155096012
0.08,1.5,1,132,1.0652728199898012,1.454232283464567
0.08,1.5,1,138,1.069051167411823,1.4687048627828598
0.08,1.5,1,144,1.0794507111329084,1.4820877817319098
0.08,1.5,1,150,1.1304128902316213,1.5464946445959105
0.08,1.75,0,0,1.0078922934076138,1.009673790776153
0.08,1.75,0,6,1.0018717828731867,1.0049988638945695
0.08,1.75,0,12,0.974987974987975,0.9709909491761429
0.08,1.75,0,18,0.964035497431107,0.9657984144960362
0.08,1.75,0,24,0.9002822201317028,0.9017103762827822
0.08,1.75,0,30,0.9176136363636364,0.9176201372997712
0.08,1.75,0,36,0.895881536325775,0.8948075201432408
0.08,1.75,0,42,0.8900405588102749,0.8906318082788671
0.08,1.75,0,48,0.8963844797178131,0.8942533646656697
0.08,1.75,0,54,0.9096223021582733,0.9086559373640714
0.08,1.75,0,60,0.9727699530516432,0.9847623379576984
0.08,1.75,0,66,0.9898570769940065,1.0308724832214766
0.08,1.75,0,72,0.9663224068253256,1.0484677244077374
0.08,1.75,0,78,0.9339285714285714,1.0957423816727903
0.08,1.75,0,84,0.91681654676259,1.1456289513843472
0.08,1.75,0,90,0.9502055733211512,1.2133863485752154
0.08,1.75,0,96,0.9530013959981387,1.2597431854021175
0.08,1.75,0,102,1.0689481630598894,1.4403021442495128
0.08,1.75,0,108,1.0510510510510511,1.435667555124788
0.08,1.75,0,114,1.1037832310838447,1.51258016773557
0.08,1.75,0,120,1.068709836875927,1.4680239520958085
0.08,1.75,0,126,1.1284167096441464,1.5487652781242205
0.08,1.75,0,132,1.1503875968992248,1.5791968071838363
0.08,1.75,0,138,1.1496424923391215,1.5844895936570862
0.08,1.75,0,144,1.1133968891118917,1.5340798442064265
0.08,1.75,0,150,1.1303696303696305,1.5522496371552976
0.08,1.75,1,0,1.004614674665436,1.005599104143337
0.08,1.75,1,6,1.0301176470588236,1.029660050193931
0.08,1.75,1,12,1.0613786591123702,1.0593471810089021
0.08,1.75,1,18,1.0471475719000471,1.046522234891676
0.08,1.75,1,24,1.0591397849462365,1.0581973030518097
0.08,1.75,1,30,1.0578670492587279,1.0531546105847007
0.08,1.75,1,36,1.0090735434574976,1.010643220731143
0.08,1.75,1,42,1.02685546875,1.025713611700873
0.08,1.75,1,48,1.0398655139289146,1.0388101324657215
0.08,1.75,1,54,1.0760712566201251,1.07618825722274
0.08,1.75,1,60,1.0933140933140932,1.1045401629802096
0.08,1.75,1,66,1.0965041851304775,1.1442560305708145
0.08,1.75,1,72,1.1048466864490603,1.2023923444976077
0.08,1.75,1,78,1.043774319066148,1.209526044110746
0.08,1.75,1,84,1.0330578512396693,1.2960433349034386
0.08,1.75,1,90,1.0658622423328306,1.4098759425930432
0.08,1.75,1,96,1.0823004462072385,1.4476646706586827
0.08,1.75,1,102,1.104368932038835,1.4976503759398496
0.08,1.75,1,108,1.1363415817564289,1.547156564474608
0.08,1.75,1,114,1.1673944687045124,1.6023474178403756
0.08,1.75,1,120,1.2573375262054507,1.7301547045396906
0.08,1.75,1,126,1.2399593289273005,1.6989167897587396
0.08,1.75,1,132,1.2758796532381438,1.7455708661417322
0.08,1.75,1,138,1.2617983109786388,1.7342320654790564
0.08,1.75,1,144,1.2089259440902402,1.6569395017793593
0.08,1.75,1,150,1.2693856998992952,1.7461051606621227
0.08,2.0,0,0,0.9986072423398329,1.001124859392576
0.08,2.0,0,6,0.9990641085634067,1.001136105430584
0.08,2.0,0,12,1.0317460317460319,1.0285449060106753
0.08,2.0,0,18,0.9925268566090611,0.9961494903737259
0.08,2.0,0,24,1.0079962370649107,1.0077537058152795
0.08,2.0,0,30,1.025094696969697,1.0242562929061785
0.08,2.0,0,36,0.9523368810735771,0.9518800358102059
0.08,2.0,0,42,0.9378098242451555,0.9342047930283225
0.08,2.0,0,48,0.9259259259259259,0.9262977996154668
0.08,2.0,0,54,0.9703237410071942,0.9739016963897347
0.08,2.0,0,60,1.0140845070422535,1.0252444848760518
0.08,2.0,0,66,1.0437989857076995,1.0879194630872484
0.08,2.0,0,72,1.0031432420296362,1.105629211041078
0.08,2.0,0,78,0.9683035714285714,1.1396153014912471
0.08,2.0,0,84,0.9073741007194245,1.198168737737083
0.08,2.0,0,90,0.9556875285518501,1.2816434724983432
0.08,2.0,0,96,1.0465332712889717,1.38860103626943
0.08,2.0,0,102,1.1847005535983894,1.594785575048733
0.08,2.0,0,108,1.1336336336336337,1.54543251756724
0.08,2.0,0,114,1.1717791411042944,1.6043413912185496
0.08,2.0,0,120,1.166584280771132,1.6047904191616766
0.08,2.0,0,126,1.2398143372872614,1.7001746071339485
0.08,2.0,0,132,1.261498708010336,1.7306061361935645
0.08,2.0,0,138,1.2885597548518897,1.7628840436075321
0.08,2.0,0,144,1.2844957350727546,1.7677702044790653
0.08,2.0,0,150,1.2642357642357642,1.7375423318819545
0.08,2.0,1,0,0.9963082602676512,1.0
0.08,2.0,1,6,0.9915294117647059,0.9924709103353867
0.08,2.0,1,12,0.9881964117091596,0.9867610134672449
0.08,2.0,1,18,0.9952852428099953,0.9940706955530216
0.08,2.0,1,24,1.0332355816226784,1.0326472675656495
0.08,2.0,1,30,1.0153036824485893,1.0087820660966027
0.08,2.0,1,36,1.0009551098376313,1.0
0.08,2.0,1,42,1.01806640625,1.0115593300306676
0.08,2.0,1,48,1.0235350624399615,1.0230072042760865
0.08,2.0,1,54,1.0698122291766972,1.0745573159366262
0.08,2.0,1,60,1.0731120731120731,1.0870779976717113
0.08,2.0,1,66,1.1324470704086658,1.1788870312873179
0.08,2.0,1,72,1.1300692383778437,1.2488038277511961
0.08,2.0,1,78,1.063715953307393,1.2817925856405443
0.08,2.0,1,84,1.0680602819640252,1.3478568064060292
0.08,2.0,1,90,1.1422825540472599,1.4886888834833374
0.08,2.0,1,96,1.1408031730292514,1.5166467065868263
0.08,2.0,1,102,1.1466019417475728,1.5620300751879699
0.08,2.0,1,108,1.1994177583697234,1.6234495670489117
0.08,2.0,1,114,1.1960213488597768,1.6305164319248826
0.08,2.0,1,120,1.2893081761006289,1.7714937864570124
0.08,2.0,1,126,1.2780884595831215,1.758493353028065
0.08,2.0,1,132,1.304946455889852,1.7851870078740157
0.08,2.0,1,138,1.290114257327372,1.7710640346653828
0.08,2.0,1,144,1.2957332025502697,1.775326215895611
0.08,2.0,1,150,1.3695871097683787,1.8802336903602725
0.08,2.25,0,0,0.9948932219127206,0.997525309336333
0.08,2.25,0,6,0.984089845577913,0.9875028402635765
0.08,2.25,0,12,1.011063011063011,1.0067300997911348
0.08,2.25,0,18,0.962634283045306,0.9642129105322763
0.08,2.25,0,24,0.9741298212605832,0.9744583808437857
0.08,2.25,0,30,1.0014204545454546,0.9997711670480549
0.08,2.25,0,36,0.9204072188801481,0.916965085049239
0.08,2.25,0,42,0.9373591707976566,0.9357298474945533
0.08,2.25,0,48,0.951058201058201,0.9487289040803247
0.08,2.25,0,54,0.9802158273381295,0.982166159199652
0.08,2.25,0,60,1.0568075117370892,1.0741414600864225
0.08,2.25,0,66,1.0640848317196865,1.1149888143176734
0.08,2.25,0,72,0.9842837898518186,1.1241034557704848
0.08,2.25,0,78,0.959375,1.1653339096606872
0.08,2.25,0,84,0.8678057553956835,1.2326139088729018
0.08,2.25,0,90,0.9333028780264961,1.3236138723216258
0.08,2.25,0,96,1.0232666356444857,1.4311781932867762
0.08,2.25,0,102,1.1540010065425264,1.5665204678362572
0.08,2.25,0,108,1.2012012012012012,1.6406590743881755
0.08,2.25,0,114,1.2551124744376279,1.7168228909718797
0.08,2.25,0,120,1.2441917943648046,1.7020359281437125
0.08,2.25,0,126,1.3476018566271273,1.8416063856323273
0.08,2.25,0,132,1.3886304909560723,1.892242454477426
0.08,2.25,0,138,1.4254341164453523,1.945986124876115
0.08,2.25,0,144,1.415454089312594,1.9352482960077897
0.08,2.25,0,150,1.4090909090909092,1.930817610062893
0.08,2.25,1,0,1.0009229349330873,1.0029115341545354
0.08,2.25,1,6,1.0075294117647058,1.0093543235227014
0.08,2.25,1,12,0.9886685552407932,0.9872175302442365
0.08,2.25,1,18,0.9698255539839699,0.9685290763968073
0.08,2.25,1,24,0.9858260019550342,0.9865152590489709
0.08,2.25,1,30,0.967479674796748,0.9676450196440952
0.08,2.25,1,36,0.9742120343839542,0.9780194354465526
0.08,2.25,1,42,1.001953125,1.0018872375560273
0.08,2.25,1,48,1.0240153698366954,1.0246339762956078
0.08,2.25,1,54,1.0741454020221473,1.0773532152842498
0.08,2.25,1,60,1.1202501202501203,1.1338766006984866
0.08,2.25,1,66,1.0802560315115706,1.1191784093623118
0.08,2.25,1,72,1.1186943620178043,1.2430622009569379
0.08,2.25,1,78,1.0053501945525292,1.2763960581886438
0.08,2.25,1,84,0.9538162372386971,1.3570419218087613
0.08,2.25,1,90,1.0889894419306183,1.4959863780102165
0.08,2.25,1,96,1.1467526028755577,1.5647904191616766
0.08,2.25,1,102,1.1844660194174756,1.6231203007518797
0.08,2.25,1,108,1.2392042697719554,1.681956470863562
0.08,2.25,1,114,1.245511887433285,1.6988262910798122
0.08,2.25,1,120,1.380503144654088,1.894242962211514
0.08,2.25,1,126,1.376715810879512,1.8874938453963566
0.08,2.25,1,132,1.3977562468128506,1.907726377952756
0.08,2.25,1,138,1.3954297069051167,1.91478093403948
0.08,2.25,1,144,1.3845022069641981,1.899644128113879
0.08,2.25,1,150,1.487915407854985,2.0296981499513147
0.08,2.5,0,0,0.9944289693593314,0.9961754780652419
0.08,2.5,0,6,0.9990641085634067,0.9997727789138832
0.08,2.5,0,12,1.050986050986051,1.0494314226038524
0.08,2.5,0,18,0.9934609995329285,0.9950169875424688
0.08,2.5,0,24,1.0028222013170274,1.0066134549600911
0.08,2.5,0,30,1.0241477272727273,1.0203661327231122
0.08,2.5,0,36,1.02313743637205,1.0226051924798567
0.08,2.5,0,42,1.010815682739973,1.0089324618736384
0.08,2.5,0,48,0.9982363315696648,0.9989318521683401
0.08,2.5,0,54,1.027428057553957,1.0304480208786428
0.08,2.5,0,60,1.1464788732394366,1.1617011598817375
0.08,2.5,0,66,1.1083448593822038,1.1879194630872483
0.08,2.5,0,72,0.9896722047597665,1.2040860682460335
0.08,2.5,0,78,0.9232142857142858,1.2444348389885456
0.08,2.5,0,84,0.8799460431654677,1.313930673642904
0.08,2.5,0,90,0.9337597076290544,1.4106472277446434
0.08,2.5,0,96,1.0446719404374127,1.5149808515431404
0.08,2.5,0,102,1.175138399597383,1.7039473684210527
0.08,2.5,0,108,1.2427427427427427,1.7574509328810273
0.08,2.5,0,114,1.3507157464212678,1.8554514060187468
0.08,2.5,0,120,1.3534354918437963,1.8603592814371257
0.08,2.5,0,126,1.4172253739040743,1.95061112496882
0.08,2.5,0,132,1.4439276485788113,1.9835370416562734
0.08,2.5,0,138,1.4167517875383044,1.9487115956392467
0.08,2.5,0,144,1.4295032614149523,1.9793086660175268
0.08,2.5,0,150,1.349150849150849,1.851717464925012
0.08,2.5,1,0,1.0,1.002239641657335
0.08,2.5,1,6,1.0211764705882354,1.0187086470454028
0.08,2.5,1,12,1.0108593012275733,1.007304268431865
0.08,2.5,1,18,0.9882131070249882,0.9858608893956671
0.08,2.5,1,24,0.9990224828934506,0.9981074047788029
0.08,2.5,1,30,0.9885222381635581,0.9859024728449272
0.08,2.5,1,36,1.0143266475644699,1.0104118463674225
0.08,2.5,1,42,1.0654296875,1.062278839348903
0.08,2.5,1,48,1.0787704130643612,1.0778526609342318
0.08,2.5,1,54,1.1126624939817045,1.1162628145386766
0.08,2.5,1,60,1.0615680615680616,1.0738067520372525
0.08,2.5,1,66,1.1693746922698178,1.2221160735610221
0.08,2.5,1,72,1.1379821958456973,1.2923444976076555
0.08,2.5,1,78,1.0058365758754864,1.339277334584702
0.08,2.5,1,84,0.9528439474963539,1.4128591615638249
0.08,2.5,1,90,1.025138260432378,1.5397713451714912
0.08,2.5,1,96,1.1313832424392662,1.607425149700599
0.08,2.5,1,102,1.2024271844660195,1.648966165413534
0.08,2.5,1,108,1.2484230955846676,1.6955300725485607
0.08,2.5,1,114,1.2838427947598254,1.7619718309859156
0.08,2.5,1,120,1.4156184486373165,1.944458534111083
0.08,2.5,1,126,1.3960345704117947,1.914081733136386
0.08,2.5,1,132,1.4089750127485976,1.9328248031496063
0.08,2.5,1,138,1.3815201192250373,1.902262879152624
0.08,2.5,1,144,1.3889161353604709,1.9036773428232503
0.08,2.5,1,150,1.4566968781470293,1.9931840311587148
0.15,0.5,0,0,1.011142061281337,1.0119235095613048
0.15,0.5,0,6,0.99859616284511,1.0015905476028175
0.15,0.5,0,12,1.0134680134680134,1.012996054769088
0.15,0.5,0,18,0.9864549276039234,0.9877689694224235
0.15,0.5,0,24,0.9849482596425212,0.9851767388825542
0.15,0.5,0,30,0.993844696969697,0.9906178489702517
0.15,0.5,0,36,0.966682091624248,0.9639659803043867
0.15,0.5,0,42,0.9260928346101848,0.9270152505446623
0.15,0.5,0,48,0.9074074074074074,0.9070711386455885
0.15,0.5,0,54,0.8808453237410072,0.8832100913440626
0.15,0.5,0,60,0.8788732394366198,0.9003866272458494
0.15,0.5,0,66,0.7952973720608575,0.8431767337807606
0.15,0.5,0,72,0.6852267624607095,0.7598348185177135
0.15,0.5,0,78,0.5857142857142857,0.6855413875081046
0.15,0.5,0,84,0.5233812949640287,0.6483540440374973
0.15,0.5,0,90,0.4632252169940612,0.5902363596200574
0.15,0.5,0,96,0.4313634248487669,0.5656679432304573
0.15,0.5,0,102,0.4544539506794162,0.6059941520467836
0.15,0.5,0,108,0.4394394394394394,0.5936515628786043
0.15,0.5,0,114,0.4493865030674847,0.608781450419339
0.15,0.5,0,120,0.40434997528423133,0.5525748502994012
0.15,0.5,0,126,0.4161939143888602,0.5644799201795959
0.15,0.5,0,132,0.4377260981912145,0.5954103267647792
0.15,0.5,0,138,0.4177732379979571,0.5691278493557979
0.15,0.5,0,144,0.4340190667335675,0.5905550146056475
0.15,0.5,0,150,0.42357642357642356,0.5856313497822931
0.15,0.5,1,0,1.0050761421319796,1.0094064949608064
0.15,0.5,1,6,0.9943529411764706,0.9938398357289527
0.15,0.5,1,12,1.0056657223796035,1.004108650992924
0.15,0.5,1,18,1.0023573785950024,0.9979475484606614
0.15,0.5,1,24,1.001466275659824,1.001892595221197
0.15,0.5,1,30,0.9340028694404591,0.9302056852322625
0.15,0.5,1,36,0.9364851957975168,0.93521517815826
0.15,0.5,1,42,0.92236328125,0.9205001179523472
0.15,0.5,1,48,0.8972142170989433,0.8961189867534278
0.15,0.5,1,54,0.8873375060182956,0.8951537744641193
0.15,0.5,1,60,0.8157768157768158,0.8349243306169966
0.15,0.5,1,66,0.7380600689315608,0.7888703128731789
0.15,0.5,1,72,0.6186943620178041,0.7002392344497608
0.15,0.5,1,78,0.5296692607003891,0.6356170811825435
0.15,0.5,1,84,0.478852698104035,0.6038624587847385
0.15,0.5,1,90,0.4454499748617396,0.5811238141571394
0.15,0.5,1,96,0.4209221616261775,0.5564071856287425
0.15,0.5,1,102,0.3990291262135922,0.5354793233082706
0.15,0.5,1,108,0.39689471130519166,0.5361572665574538
0.15,0.5,1,114,0.3760310528869481,0.5119718309859155
0.15,0.5,1,120,0.40670859538784065,0.56175500887649
0.15,0.5,1,126,0.38739196746314186,0.533481043820778
0.15,0.5,1,132,0.4140744518103009,0.562253937007874
0.15,0.5,1,138,0.4083457526080477,0.55825710158883
0.15,0.5,1,144,0.41000490436488474,0.5601423487544483
0.15,0.5,1,150,0.4335347432024169,0.5939629990262901
0.15,0.75,0,0,1.001392757660167,1.0020247469066366
0.15,0.75,0,6,0.9489939167056621,0.9525107930015906
0.15,0.75,0,12,0.9995189995189995,0.998375493153864
0.15,0.75,0,18,0.9687062120504437,0.9723669309173273
0.15,0.75,0,24,0.9379115710253998,0.9416191562143672
0.15,0.75,0,30,0.9214015151515151,0.9180778032036613
0.15,0.75,0,36,0.8986580286904211,0.9010743061772605
0.15,0.75,0,42,0.896800360522758,0.8938997821350763
0.15,0.75,0,48,0.8950617283950617,0.8974578081606495
0.15,0.75,0,54,0.9001798561151079,0.9032187907785993
0.15,0.75,0,60,0.887793427230047,0.9106208778712759
0.15,0.75,0,66,0.8331028123559244,0.8847874720357942
0.15,0.75,0,72,0.7260889088459811,0.8154748967615736
0.15,0.75,0,78,0.6571428571428571,0.7817160146963475
0.15,0.75,0,84,0.5759892086330936,0.7213865271419229
0.15,0.75,0,90,0.5372316126084971,0.6964877402253148
0.15,0.75,0,96,0.5309446254071661,0.7087181797702186
0.15,0.75,0,102,0.5646703573225968,0.7641325536062378
0.15,0.75,0,108,0.5555555555555556,0.7494548097891931
0.15,0.75,0,114,0.5495910020449898,0.7454366058214109
0.15,0.75,0,120,0.5526445872466633,0.751377245508982
0.15,0.75,0,126,0.5771015987622485,0.786979296582689
0.15,0.75,0,132,0.572609819121447,0.7794961336991768
0.15,0.75,0,138,0.5786516853932584,0.7921209117938554
0.15,0.75,0,144,0.5840441545408931,0.7994157740993184
0.15,0.75,0,150,0.5789210789210789,0.7951136913401065
0.15,0.75,1,0,0.9949238578680203,0.9975363941769317
0.15,0.75,1,6,1.0230588235294118,1.0266940451745379
0.15,0.75,1,12,1.040604343720491,1.0383474092672906
0.15,0.75,1,18,1.0075436115040075,1.0052451539338654
0.15,0.75,1,24,1.0664711632453567,1.0624556422995033
0.15,0.75,1,30,1.0267814442850312,1.0212618442338803
